run_id,site_id,issued_at,target_time,horizon_step,lead_hours,model_version,weather_version,quality_flag,prediction,forecast_id,forecast_origin,target_time_local
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-01-31T19:00:00Z,1,1,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.01351445575923585,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T00:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-01-31T20:00:00Z,2,2,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.023617524969333947,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T01:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-01-31T21:00:00Z,3,3,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.031130449952401634,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T02:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-01-31T22:00:00Z,4,4,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.04153423867448516,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T03:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-01-31T23:00:00Z,5,5,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.0981232329939068,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T04:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-02-01T00:00:00Z,6,6,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3336718115138883,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T05:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-02-01T01:00:00Z,7,7,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3754118595029203,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T06:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-02-01T02:00:00Z,8,8,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3111449930892582,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T07:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-02-01T03:00:00Z,9,9,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.19045727545942565,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T08:00:00+05:00
forecast-3bd7a5659d75a23ee6b9aea4,turbine_1,2026-01-31T18:00:00Z,2026-02-01T04:00:00Z,10,10,ml-9ffc3398a6c80f479aed4063,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.41667781184930597,forecast-3bd7a5659d75a23ee6b9aea4,2026-01-31T18:00:00Z,2026-02-01T09:00:00+05:00
