run_id,site_id,issued_at,target_time,horizon_step,lead_hours,model_version,weather_version,quality_flag,prediction
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-25T19:00:00Z,1,1,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.93181830158413
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-25T20:00:00Z,2,2,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.9448026559604565
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-25T21:00:00Z,3,3,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.8884099611814528
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-25T22:00:00Z,4,4,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.7939718303013777
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-25T23:00:00Z,5,5,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.5624775047921088
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T00:00:00Z,6,6,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.5667093726197793
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T01:00:00Z,7,7,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.44312874068377284
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T02:00:00Z,8,8,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.25145167540459384
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T03:00:00Z,9,9,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.16024569852160186
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T04:00:00Z,10,10,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.10282827435299764
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T05:00:00Z,11,11,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.03962617889170236
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T06:00:00Z,12,12,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.016932670924096005
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T07:00:00Z,13,13,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.31578189279634317
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T08:00:00Z,14,14,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.4548227976606902
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T09:00:00Z,15,15,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.5600018219403798
forecast-54eb16b0aa186e4f0d1a31d5,turbine_1,2026-02-25T18:00:00Z,2026-02-26T10:00:00Z,16,16,ml-9ffc3398a6c80f479aed4063,gfs-39602cd3b769f18671c00572,verified_object_version,0.39548465593956617
