run_id,site_id,issued_at,target_time,horizon_step,lead_hours,model_version,weather_version,quality_flag,prediction
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-11T19:00:00Z,1,1,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.5074130265812993
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-11T20:00:00Z,2,2,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.6626202875374175
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-11T21:00:00Z,3,3,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.6277520213614347
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-11T22:00:00Z,4,4,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.4137407060127079
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-11T23:00:00Z,5,5,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.12359945447601595
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T00:00:00Z,6,6,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.12123396373971781
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T01:00:00Z,7,7,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.12603937181040736
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T02:00:00Z,8,8,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.07920989453256994
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T03:00:00Z,9,9,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.05876191148495452
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T04:00:00Z,10,10,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.012503711621463631
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T05:00:00Z,11,11,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.012395001152959662
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T06:00:00Z,12,12,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.013040548415076736
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T07:00:00Z,13,13,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.014680122955374408
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T08:00:00Z,14,14,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.020925205257785906
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T09:00:00Z,15,15,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.05348686339059475
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T10:00:00Z,16,16,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.06771539945652469
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T11:00:00Z,17,17,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.0653977506218992
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T12:00:00Z,18,18,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.03001888225292154
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T13:00:00Z,19,19,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.032365811858087845
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T14:00:00Z,20,20,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.035662419820427727
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T15:00:00Z,21,21,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.08464565641709743
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T16:00:00Z,22,22,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.13571846896748668
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T17:00:00Z,23,23,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.11150511966934236
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T18:00:00Z,24,24,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.057457777859494574
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T19:00:00Z,25,25,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.028550559621606908
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T20:00:00Z,26,26,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.02444731915478887
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T21:00:00Z,27,27,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.017026530848178567
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T22:00:00Z,28,28,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.01285609921681563
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-12T23:00:00Z,29,29,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.011308790042839578
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-13T00:00:00Z,30,30,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.011185033475841877
forecast-1748381c490192a257acf0cf,turbine_2,2026-02-11T18:00:00Z,2026-02-13T01:00:00Z,31,31,ml-03e3b3999293875db412a925,gfs-8a845cee915dcf4cb2c1002b,verified_object_version,0.012500887938686811
