run_id,site_id,issued_at,target_time,horizon_step,lead_hours,model_version,weather_version,quality_flag,prediction,forecast_id,forecast_origin,target_time_local
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-01-31T19:00:00Z,1,1,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.016109924398249986,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T00:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-01-31T20:00:00Z,2,2,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.02649709863240038,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T01:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-01-31T21:00:00Z,3,3,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.02271551287803436,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T02:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-01-31T22:00:00Z,4,4,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.03877775167080272,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T03:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-01-31T23:00:00Z,5,5,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.16126570460683104,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T04:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T00:00:00Z,6,6,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3503251637367162,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T05:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T01:00:00Z,7,7,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.34220980758735875,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T06:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T02:00:00Z,8,8,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.31681069767978404,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T07:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T03:00:00Z,9,9,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.177369506647433,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T08:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T04:00:00Z,10,10,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.38376101783184247,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T09:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T05:00:00Z,11,11,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3832046056415014,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T10:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T06:00:00Z,12,12,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.5642270676016956,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T11:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T07:00:00Z,13,13,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.7461142085744161,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T12:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T08:00:00Z,14,14,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.6576264360209048,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T13:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T09:00:00Z,15,15,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.7785823072390625,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T14:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T10:00:00Z,16,16,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.7555905820661054,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T15:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T11:00:00Z,17,17,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.44473618972868356,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T16:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T12:00:00Z,18,18,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.46112276307099687,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T17:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T13:00:00Z,19,19,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.4234651035096024,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T18:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T14:00:00Z,20,20,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.4492346414441122,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T19:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T15:00:00Z,21,21,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.39457576681675394,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T20:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T16:00:00Z,22,22,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.40362046318499856,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T21:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T17:00:00Z,23,23,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3596595487411698,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T22:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T18:00:00Z,24,24,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.33857876397396247,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-01T23:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T19:00:00Z,25,25,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3410350452632349,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-02T00:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T20:00:00Z,26,26,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3415719265391432,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-02T01:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T21:00:00Z,27,27,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.31174025281986856,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-02T02:00:00+05:00
forecast-02326c986e2fb5c389d27361,turbine_1,2026-01-31T18:00:00Z,2026-02-01T22:00:00Z,28,28,ml-483c8ee3abe0fe0e00412708,gfs-8e9ba8aecc67611f65bf768c,verified_object_version,0.3056832787861258,forecast-02326c986e2fb5c389d27361,2026-01-31T18:00:00Z,2026-02-02T03:00:00+05:00
